"Firstseen (UTC)";"Threat";"Malware";"Host";"URL";"Status";"Registrar";"IP address(es)";"ASN(s)";"Country"
"2017-09-08 10:11:37";"Distribution Site";"Locky";"lagrangeglassandmirrorco.com";"http://lagrangeglassandmirrorco.com/3936jkgHGdcm";"offline";"eNom; Inc.";"167.114.205.185";"16276";"CA"
"2017-09-08 10:11:24";"Distribution Site";"Locky";"suncoastot.com";"http://suncoastot.com/3936jkgHGdcm";"offline";"eNom; Inc.";"98.124.252.176";"21740";"US"
"2017-09-08 10:11:13";"Distribution Site";"Locky";"autoecolecarnot.com";"http://autoecolecarnot.com/3936jkgHGdcm";"offline";"Gandi SAS";"";"";""
"2017-09-08 10:11:01";"Distribution Site";"Locky";"qxr33qxr.com";"http://qxr33qxr.com/3936jkgHGdcm";"offline";"Tucows Domains Inc.";"67.210.102.240";"15244";"US"
"2017-09-08 10:10:36";"Distribution Site";"Locky";"multicolourflyers.co.uk";"http://multicolourflyers.co.uk/3936jkgHGdcm";"offline";"123-Reg Limited t/a 123-reg";"87.117.242.30";"20860";"GB"
"2017-09-08 10:10:24";"Distribution Site";"Locky";"geolearner.com";"http://geolearner.com/3936jkgHGdcm";"offline";"1&1 Internet SE";"74.208.47.86";"8560";"US"
"2017-09-08 10:09:54";"Distribution Site";"Locky";"blaeberrycabin.com";"http://blaeberrycabin.com/3936jkgHGdcm";"offline";"Namespro Solutions Inc.";"64.77.72.43";"13768";"US"
"2017-09-08 10:09:42";"Distribution Site";"Locky";"dueeffepromotion.com";"http://dueeffepromotion.com/3936jkgHGdcm";"offline";"eNom; Inc.";"89.96.90.14";"12874";"IT"
"2017-09-08 10:09:18";"Distribution Site";"Locky";"handhi.com";"http://handhi.com/3936jkgHGdcm";"offline";"Tucows Domains Inc.";"162.213.255.19";"22612";"US"
"2017-09-08 10:09:04";"Distribution Site";"Locky";"weekendjevliegen.nl";"http://weekendjevliegen.nl/3936jkgHGdcm";"offline";"Nedlook internet";"62.212.152.143";"15426";"NL"
"2017-09-08 10:08:52";"Distribution Site";"Locky";"pack-lines.com";"http://pack-lines.com/3936jkgHGdcm";"offline";"eNom; Inc.";"209.200.154.50";"32787";"US"
"2017-09-08 07:11:19";"Distribution Site";"Locky";"montessibooks.com";"http://montessibooks.com/3936jkgHGdcm";"offline";"Wild West Domains; LLC";"166.62.123.214";"26496";"US"
"2017-09-08 07:11:07";"Distribution Site";"Locky";"brandingforbuyout.com";"http://brandingforbuyout.com/3936jkgHGdcm";"offline";"GoDaddy.com; LLC";"23.236.62.147";"15169";"US"
"2017-09-08 07:10:55";"Distribution Site";"Locky";"bit-chasers.com";"http://bit-chasers.com/3936jkgHGdcm";"offline";"eNom; Inc.";"";"";""
"2017-09-08 07:10:43";"Distribution Site";"Locky";"lp-usti.cz";"http://lp-usti.cz/3936jkgHGdcm";"offline";"REG-ZONER";"77.48.30.84";"6830";"CZ"
"2017-09-07 14:54:57";"C2";"Locky";"lrmficvqs.pw";"http://lrmficvqs.pw/main.php";"offline";"Namecheap";"208.100.26.251";"32748";"US"
"2017-09-07 14:01:46";"Distribution Site";"Locky";"dueeffepromotion.com";"http://dueeffepromotion.com/uyt6bf";"offline";"eNom; Inc.";"89.96.90.14";"12874";"IT"
"2017-09-07 14:01:35";"Distribution Site";"Locky";"db-b-s.com";"http://db-b-s.com/uyt6bf";"offline";"RegistryGate GmbH";"188.138.105.195";"8972";"DE"
"2017-09-07 14:01:23";"Distribution Site";"Locky";"brandingforbuyout.com";"http://brandingforbuyout.com/uyt6bf";"offline";"GoDaddy.com; LLC";"23.236.62.147";"15169";"US"
"2017-09-07 14:01:11";"Distribution Site";"Locky";"etforhartohat.info";"http://etforhartohat.info/af/uyt6bf";"offline";"Eranet International Limited";"";"";""
"2017-09-07 14:00:56";"Distribution Site";"Locky";"qxr33qxr.com";"http://qxr33qxr.com/uyt6bf";"offline";"Tucows Domains Inc.";"67.210.102.240";"15244";"US"
"2017-09-07 11:02:20";"Payment Site";"Cerber";"oqwygprskqv65j72.1aj1bb.top";"http://oqwygprskqv65j72.1aj1bb.top";"offline";"Eranet International Limited";"127.0.0.1";"0";""
"2017-09-07 10:36:54";"C2";"Locky";"91.247.37.137";"http://91.247.37.137/imageload.cgi";"offline";"";"91.247.37.137";"59729";"BG"
"2017-09-07 06:56:35";"Distribution Site";"Locky";"gclubrace.info";"http://gclubrace.info/p66/gfykjh.exe";"offline";"Eranet International Limited";"";"";""
"2017-09-07 06:55:55";"Distribution Site";"Locky";"karakascit.com";"http://karakascit.com/kdivrdr.exe";"offline";"Nics Telekomunikasyon Tic Ltd. Sti.";"";"";""
"2017-09-07 06:55:45";"Distribution Site";"Locky";"lpdata.com";"http://lpdata.com/qteglbq.exe";"offline";"CSL Computer Service Langenbach GmbH d/b/a joker.com";"213.180.70.213";"197308";"SE"
"2017-09-06 17:47:08";"Payment Site";"Cerber";"oqwygprskqv65j72.1j1x2b.top";"http://oqwygprskqv65j72.1j1x2b.top";"offline";"Eranet International Limited";"127.0.0.1";"0";""
"2017-09-06 15:01:04";"Distribution Site";"Locky";"paulcruse.com";"http://paulcruse.com/jnxuqah.exe";"offline";"Tucows Domains Inc.";"91.215.186.147";"15510";"GB"
"2017-09-06 15:00:52";"Distribution Site";"Locky";"homecarpetshopping.com";"http://homecarpetshopping.com/bxxomjv.exe";"offline";"NetEarth One Inc. d/b/a NetEarth";"208.79.200.218";"17054";"US"
"2017-09-06 15:00:24";"Distribution Site";"Locky";"culturando.org";"http://culturando.org/ixixuak.exe";"offline";"Tucows Inc.";"62.149.161.147";"31034";"IT"
"2017-09-06 12:30:41";"Distribution Site";"Locky";"chiguruedu.org";"http://chiguruedu.org/trqrrkk.exe";"offline";"PDR Ltd. d/b/a PublicDomainRegistry.com";"";"";""
"2017-09-06 12:30:14";"Distribution Site";"Locky";"tealfortera.org";"http://tealfortera.org/RTgyfdred5.exe";"offline";"Todaynic.com; Inc.";"";"";""
"2017-09-05 11:52:54";"Payment Site";"Cerber";"qfjhpgbefuhenjp7.17xukb.top";"http://qfjhpgbefuhenjp7.17xukb.top";"offline";"Eranet International Limited";"127.0.0.1";"0";""
"2017-09-05 11:42:01";"Payment Site";"Cerber";"oqwygprskqv65j72.17q8f6.top";"http://oqwygprskqv65j72.17q8f6.top";"offline";"Eranet International Limited";"127.0.0.1";"0";""
"2017-09-05 11:03:46";"Distribution Site";"Locky";"msanchez.com.au";"http://msanchez.com.au/876tYU6tg8e";"offline";"Uber Australia E1 Pty Ltd";"";"";""
"2017-09-05 11:03:34";"Distribution Site";"Locky";"agrourbis.com";"http://agrourbis.com/876tYU6tg8e";"offline";"Arsys Internet; S.L. d/b/a NICLINE.COM";"86.109.170.66";"196713";"ES"
"2017-09-05 11:03:23";"Distribution Site";"Locky";"autoecolejeanluc.com";"http://autoecolejeanluc.com/876tYU6tg8e";"offline";"Gandi SAS";"178.20.66.207";"29608";"FR"
"2017-09-05 11:03:13";"Distribution Site";"Locky";"finnigans.org.uk";"http://finnigans.org.uk/876tYU6tg8e";"offline";"Knightmaster Enterprises UK Ltd t/a Hostzone";"87.117.242.30";"20860";"GB"
"2017-09-05 11:03:02";"Distribution Site";"Locky";"rccartrailers.com";"http://rccartrailers.com/876tYU6tg8e";"offline";"eNom; Inc.";"66.199.174.108";"13768";"CA"
"2017-09-05 11:02:51";"Distribution Site";"Locky";"auto-ecolecoccinelle.com";"http://auto-ecolecoccinelle.com/876tYU6tg8e";"offline";"Gandi SAS";"193.227.248.241";"8218";"FR"
"2017-09-05 11:02:41";"Distribution Site";"Locky";"callt.co.uk";"http://callt.co.uk/876tYU6tg8e";"offline";"1 & 1 Internet SE";"87.106.104.155";"8560";"GB"
"2017-09-05 11:02:09";"Distribution Site";"Locky";"naturofind.org";"http://naturofind.org/p66/876tYU6tg8e";"offline";"Todaynic.com; Inc.";"";"";""
"2017-09-05 11:01:57";"Distribution Site";"Locky";"bjp.co.id";"http://bjp.co.id/876tYU6tg8e";"offline";"";"202.169.44.167";"17451";"ID"
"2017-09-05 11:01:42";"Distribution Site";"Locky";"huismartens.be";"http://huismartens.be/876tYU6tg8e";"offline";"Registrar.eu";"185.56.145.90";"50673";"NL"
"2017-09-05 11:01:31";"Distribution Site";"Locky";"anstudio.it";"http://anstudio.it/876tYU6tg8e";"offline";"WIDE-REG";"93.186.249.56";"31034";"IT"
"2017-09-05 11:01:21";"Distribution Site";"Locky";"xploramail.com";"http://xploramail.com/876tYU6tg8e";"offline";"Soluciones Corporativas IP; SL";"";"";""
"2017-09-05 11:01:09";"Distribution Site";"Locky";"amatoi.com";"http://amatoi.com/876tYU6tg8e";"offline";"GMO Internet; Inc. dba Onamae.com";"121.50.46.158";"63997";"JP"
"2017-09-05 11:00:58";"Distribution Site";"Locky";"mistresspenny.co.uk";"http://mistresspenny.co.uk/876tYU6tg8e";"offline";"1 & 1 Internet SE";"87.106.145.218";"8560";"DE"
"2017-09-05 11:00:47";"Distribution Site";"Locky";"domani.grol.ru";"http://domani.grol.ru/876tYU6tg8e";"offline";"RU-CENTER-RU";"62.68.135.140";"34145";"RU"
"2017-09-05 11:00:36";"Distribution Site";"Locky";"technicolor-tes.org";"http://technicolor-tes.org/876tYU6tg8e";"offline";"CSC Corporate Domains; Inc.";"165.160.13.20|165.160.13.20|165.160.15.20";"19574|19574";"US|US;United States"
"2017-09-05 11:00:26";"Distribution Site";"Locky";"pamplonarecados.com";"http://pamplonarecados.com/876tYU6tg8e";"offline";"Soluciones Corporativas IP; SL";"5.2.88.79";"198432";"ES"
"2017-09-05 11:00:15";"Distribution Site";"Locky";"pidara.nl";"http://pidara.nl/876tYU6tg8e";"offline";"WebReus";"46.235.40.41";"34233";"NL"
"2017-09-05 11:00:05";"Distribution Site";"Locky";"capedorato.com";"http://capedorato.com/876tYU6tg8e";"offline";"1&1 Internet SE";"87.106.253.65";"8560";"DE"
"2017-09-05 10:59:54";"Distribution Site";"Locky";"software-unlimited.at";"http://software-unlimited.at/876tYU6tg8e";"offline";"";"213.208.134.145";"1764";"AT"
"2017-09-05 10:59:44";"Distribution Site";"Locky";"autoecolebeconcentre.com";"http://autoecolebeconcentre.com/876tYU6tg8e";"offline";"Gandi SAS";"178.20.66.207";"29608";"FR"
"2017-09-05 10:59:34";"Distribution Site";"Locky";"ferienwohnung-schitter.at";"http://ferienwohnung-schitter.at/876tYU6tg8e";"offline";"";"217.172.186.114";"8972";"DE"
"2017-09-05 10:59:02";"Distribution Site";"Locky";"gclubrace.info";"http://gclubrace.info/p66/876tYU6tg8e";"offline";"Eranet International Limited";"";"";""
"2017-09-04 14:23:13";"Distribution Site";"Locky";"proyectogambia.com";"http://proyectogambia.com/JIKJHgft";"offline";"1&1 Internet SE";"72.52.4.119";"32787";"US"
"2017-09-04 14:23:08";"Distribution Site";"Locky";"handhi.com";"http://handhi.com/JIKJHgft";"offline";"Tucows Domains Inc.";"162.213.255.19";"22612";"US"
"2017-09-04 14:23:01";"Distribution Site";"Locky";"jimaylor.net";"http://jimaylor.net/JIKJHgft";"offline";"Web Commerce Communications Limited dba WebNic.cc";"49.50.240.107";"24466";"NZ"
"2017-09-04 14:22:55";"Distribution Site";"Locky";"geolearner.com";"http://geolearner.com/JIKJHgft";"offline";"1&1 Internet SE";"74.208.47.86";"8560";"US"
"2017-09-04 14:22:49";"Distribution Site";"Locky";"m-tensou.net";"http://m-tensou.net/JIKJHgft";"offline";"Tucows Domains Inc.";"202.218.252.73";"2554";"JP"
"2017-09-04 14:22:43";"Distribution Site";"Locky";"aquavista.org.nz";"http://aquavista.org.nz/JIKJHgft";"offline";"";"49.50.240.107";"24466";"NZ"
"2017-09-04 14:22:29";"Distribution Site";"Locky";"awholeblueworld.com";"http://awholeblueworld.com/JIKJHgft";"offline";"Tucows Domains Inc.";"66.36.173.215";"14265";"US"
"2017-09-04 14:22:02";"Distribution Site";"Locky";"naturofind.org";"http://naturofind.org/p66/JIKJHgft";"offline";"Todaynic.com; Inc.";"";"";""
"2017-09-04 14:21:56";"Distribution Site";"Locky";"n1xua.com";"http://n1xua.com/JIKJHgft";"offline";"GoDaddy.com; LLC";"";"";""
"2017-09-04 14:21:51";"Distribution Site";"Locky";"cabbiemail.com";"http://cabbiemail.com/JIKJHgft";"offline";"TPP Wholesale Pty Ltd.";"221.121.150.42";"45671";"AU"
"2017-09-04 09:56:42";"Distribution Site";"Locky";"www.pentahealthinstitute.com";"http://www.pentahealthinstitute.com/JIKJHgft";"offline";"GoDaddy.com; LLC";"";"";""
"2017-09-04 09:56:31";"Distribution Site";"Locky";"clubdeautores.es";"http://clubdeautores.es/JIKJHgft";"offline";"";"176.31.253.102";"16276";"FR"
"2017-09-04 09:56:20";"Distribution Site";"Locky";"animatoon.be";"http://animatoon.be/JIKJHgft";"offline";"AutoDNS";"5.61.251.136";"12859";"NL"
"2017-09-04 09:56:08";"Distribution Site";"Locky";"hard-grooves.com";"http://hard-grooves.com/JIKJHgft";"offline";"Tucows Domains Inc.";"66.36.173.111";"14265";"US"
"2017-09-04 09:55:57";"Distribution Site";"Locky";"calpadia.co.id";"http://calpadia.co.id/JIKJHgft";"offline";"";"103.82.240.100";"136170";"ID"
"2017-09-04 09:55:42";"Distribution Site";"Locky";"prescottinternet.net";"http://prescottinternet.net/JIKJHgft";"offline";"GoDaddy.com; LLC";"166.62.123.214";"26496";"US"
"2017-09-04 09:55:30";"Distribution Site";"Locky";"hellonwheelsthemovie.com";"http://hellonwheelsthemovie.com/JIKJHgft";"offline";"Tucows Domains Inc.";"66.36.165.149";"14265";"US"
"2017-09-04 09:55:18";"Distribution Site";"Locky";"dueeffepromotion.com";"http://dueeffepromotion.com/JIKJHgft";"offline";"eNom; Inc.";"89.96.90.14";"12874";"IT"
"2017-09-04 09:55:07";"Distribution Site";"Locky";"mariamandrioli.com";"http://mariamandrioli.com/JIKJHgft";"online";"GoDaddy.com; LLC";"";"";""
"2017-09-04 09:54:56";"Distribution Site";"Locky";"cogerea.net";"http://cogerea.net/JIKJHgft";"offline";"Gandi SAS";"217.182.193.213";"16276";"FR"
"2017-09-04 09:54:45";"Distribution Site";"Locky";"db-b-s.com";"http://db-b-s.com/JIKJHgft";"offline";"RegistryGate GmbH";"188.138.105.195";"8972";"DE"
"2017-09-04 09:54:33";"Distribution Site";"Locky";"suncoastot.com";"http://suncoastot.com/JIKJHgft";"offline";"eNom; Inc.";"98.124.252.176";"21740";"US"
"2017-09-04 09:54:22";"Distribution Site";"Locky";"autoecolecarces.com";"http://autoecolecarces.com/JIKJHgft";"offline";"Gandi SAS";"193.227.248.241";"8218";"FR"
"2017-09-04 09:54:11";"Distribution Site";"Locky";"uvitacr.com";"http://uvitacr.com/JIKJHgft";"offline";"eNom; Inc.";"64.6.254.237";"17054";"US"
"2017-09-04 09:53:53";"Distribution Site";"Locky";"qxr33qxr.com";"http://qxr33qxr.com/JIKJHgft";"offline";"Tucows Domains Inc.";"67.210.102.240";"15244";"US"
"2017-09-04 09:53:41";"Distribution Site";"Locky";"autoecoleautonome.com";"http://autoecoleautonome.com/JIKJHgft";"offline";"Gandi SAS";"";"";""
"2017-09-04 09:53:30";"Distribution Site";"Locky";"brownpa.net";"http://brownpa.net/JIKJHgft";"offline";"Tucows Domains Inc.";"198.71.233.135";"26496";"US"
"2017-09-01 19:42:08";"C2";"Locky";"82.202.221.108";"http://82.202.221.108/imageload.cgi";"offline";"";"82.202.221.108";"49505";"RU"
"2017-09-01 12:25:21";"Distribution Site";"Locky";"greenerlivingca.com";"http://greenerlivingca.com/jhbvDjs0267";"offline";"eNom; Inc.";"65.182.174.10";"22458";"US"
"2017-09-01 12:24:58";"Distribution Site";"Locky";"telesolutionsconsultants.com";"http://telesolutionsconsultants.com/jhbvDjs0267";"offline";"Register.com; Inc.";"65.182.174.10";"22458";"US"
"2017-09-01 12:24:46";"Distribution Site";"Locky";"clazbrokerageservices.com";"http://clazbrokerageservices.com/jhbvDjs0267";"offline";"eNom; Inc.";"64.6.251.63";"17054";"US"
"2017-09-01 12:24:34";"Distribution Site";"Locky";"sindeval.es";"http://sindeval.es/jhbvDjs0267";"offline";"";"62.113.249.12";"47447";"DE"
"2017-09-01 12:24:23";"Distribution Site";"Locky";"fls-portal.co.uk";"http://fls-portal.co.uk/jhbvDjs0267";"offline";"ukfast.net Ltd t/a UKFast.Net Limited";"109.108.149.65";"34934";"GB"
"2017-09-01 12:24:10";"Distribution Site";"Locky";"richarddrakeconstruction.com";"http://richarddrakeconstruction.com/jhbvDjs0267";"offline";"Tucows Domains Inc.";"";"";""
"2017-09-01 12:23:57";"Distribution Site";"Locky";"terae-lumiere.com";"http://terae-lumiere.com/jhbvDjs0267";"offline";"eNom; Inc.";"103.14.14.101";"58788";"JP"
"2017-09-01 12:23:43";"Distribution Site";"Locky";"saunaesofmansatis.net";"http://saunaesofmansatis.net/jhbvDjs0267";"offline";"Nics Telekomunikasyon Tic Ltd. Sti.";"";"";""
"2017-09-01 12:23:31";"Distribution Site";"Locky";"paben.co.uk";"http://paben.co.uk/jhbvDjs0267";"offline";"Easyspace Ltd";"78.129.185.15";"20860";"GB"
"2017-09-01 12:23:20";"Distribution Site";"Locky";"rampagida.com.tr";"http://rampagida.com.tr/jhbvDjs0267";"offline";"";"94.103.38.183";"47894";"TR"
"2017-09-01 12:23:08";"Distribution Site";"Locky";"rs-consultores.pt";"http://rs-consultores.pt/jhbvDjs0267";"offline";"";"80.172.241.42";"8426";"PT"
"2017-09-01 12:22:57";"Distribution Site";"Locky";"expresopanama.com";"http://expresopanama.com/jhbvDjs0267";"offline";"GoDaddy.com; LLC";"97.107.133.224";"63949";"US"
"2017-09-01 12:22:45";"Distribution Site";"Locky";"tractament-imatges.com";"http://tractament-imatges.com/jhbvDjs0267";"offline";"Soluciones Corporativas IP; SL";"";"";""
"2017-09-01 10:08:31";"Distribution Site";"Locky";"autoecole-jeanpierre.com";"http://autoecole-jeanpierre.com/jhbvDjs0267";"offline";"Gandi SAS";"217.70.184.38";"29169";"FR"
"2017-09-01 07:28:55";"Distribution Site";"Locky";"geocean.co.id";"http://geocean.co.id/657erikftgvb";"offline";"";"202.169.44.143";"17451";"ID"
"2017-09-01 07:28:43";"Distribution Site";"Locky";"givensplace.com";"http://givensplace.com/657erikftgvb";"offline";"GoDaddy.com; LLC";"50.63.202.35";"26496";"US"
"2017-09-01 07:28:11";"Distribution Site";"Locky";"gtdban.net";"http://gtdban.net/p66/657erikftgvb";"offline";"Eranet International Limited";"";"";""
"2017-08-31 12:23:24";"Distribution Site";"Locky";"graficasicarpearanjuez.com";"http://graficasicarpearanjuez.com/tJHGskdioj";"offline";"eNom; Inc.";"185.18.197.109";"200960";"ES"
"2017-08-31 12:23:07";"Distribution Site";"Locky";"hecam.de";"http://hecam.de/tJHGskdioj";"offline";"";"83.169.22.79";"20773";"DE"
"2017-08-31 12:22:56";"Distribution Site";"Locky";"gewinnspiel-sachsenhausen.de";"http://gewinnspiel-sachsenhausen.de/tJHGskdioj";"offline";"";"194.173.175.16";"12348";"DE"
"2017-08-31 12:22:45";"Distribution Site";"Locky";"greatesthits.mygoldmusic.com";"http://greatesthits.mygoldmusic.com/tJHGskdioj";"offline";"TLDs; LLC dba SRSplus";"185.65.40.140";"21396";"GB"
"2017-08-31 12:22:35";"Distribution Site";"Locky";"futurehemp.com";"http://futurehemp.com/tJHGskdioj";"offline";"GoDaddy.com; LLC";"";"";""
"2017-08-31 12:22:24";"Distribution Site";"Locky";"gestione.easyreplica.com";"http://gestione.easyreplica.com/tJHGskdioj";"offline";"PDR Ltd. d/b/a PublicDomainRegistry.com";"62.4.8.233";"12876";"FR"
"2017-08-31 12:22:13";"Distribution Site";"Locky";"hightechavenue.com";"http://hightechavenue.com/tJHGskdioj";"offline";"OVH";"";"";""
"2017-08-31 12:22:03";"Distribution Site";"Locky";"furukawa-iin.net";"http://furukawa-iin.net/tJHGskdioj";"offline";"GMO Internet; Inc. dba Onamae.com";"202.237.149.19";"131921";"JP"
"2017-08-31 12:21:51";"Distribution Site";"Locky";"hdvmedia.nl";"http://hdvmedia.nl/tJHGskdioj";"offline";"Registrar.eu";"91.209.7.116";"31477";"NL"
"2017-08-31 12:21:39";"Distribution Site";"Locky";"vinneydropmodorfosius.net";"http://vinneydropmodorfosius.net/af/tJHGskdioj";"offline";"Eranet International Limited";"";"";""
"2017-08-31 12:21:27";"Distribution Site";"Locky";"garage-fiat.be";"http://garage-fiat.be/tJHGskdioj";"offline";"AMEN.FR L Agence des MEdias Numeriques";"81.88.57.68";"39729";"IT"
"2017-08-31 12:21:15";"Distribution Site";"Locky";"gbass.ch";"http://gbass.ch/tJHGskdioj";"offline";"switchplus AG";"67.19.68.83";"36351";"US"
"2017-08-31 12:21:04";"Distribution Site";"Locky";"goldenspikerails.net";"http://goldenspikerails.net/tJHGskdioj";"offline";"Brandon Gray Internet Services; Inc. dba NameJuice.com";"173.192.66.137";"36351";"US"
"2017-08-31 12:20:50";"Distribution Site";"Locky";"go-coo.jp";"http://go-coo.jp/tJHGskdioj";"offline";"";"203.183.65.225";"2554";"JP"
"2017-08-31 11:12:13";"Payment Site";"Cerber";"oqwygprskqv65j72.1nzpby.top";"http://oqwygprskqv65j72.1nzpby.top";"offline";"Eranet International Limited";"127.0.0.1";"0";""
"2017-08-31 05:02:44";"Distribution Site";"Locky";"gbstamps4u.com";"http://gbstamps4u.com/GHFbfsalku65";"offline";"CSL Computer Service Langenbach GmbH d/b/a joker.com";"185.119.173.239";"198047";"GB"
"2017-08-31 05:02:33";"Distribution Site";"Locky";"gaiterosdemorella.com";"http://gaiterosdemorella.com/GHFbfsalku65";"offline";"Domain.com; LLC";"178.63.48.135";"24940";"DE"
"2017-08-31 05:02:23";"Distribution Site";"Locky";"garijoabogados.com";"http://garijoabogados.com/GHFbfsalku65";"offline";"PSI-USA; Inc. dba Domain Robot";"84.124.11.194";"6739";"ES"
"2017-08-31 05:02:12";"Distribution Site";"Locky";"gesamaehler.de";"http://gesamaehler.de/GHFbfsalku65";"offline";"";"87.106.6.47";"8560";"DE"
"2017-08-31 05:02:01";"Distribution Site";"Locky";"gabriellesrestaurant.com";"http://gabriellesrestaurant.com/GHFbfsalku65";"offline";"Register.com; Inc.";"207.58.143.135";"25847";"US"
"2017-08-31 05:01:49";"Distribution Site";"Locky";"87hfdredwertyfdvvlkgdrsadm.net";"http://87hfdredwertyfdvvlkgdrsadm.net/af/GHFbfsalku65";"offline";"Eranet International Limited";"";"";""
"2017-08-31 05:01:20";"Distribution Site";"Locky";"fremonttwnshp.com";"http://fremonttwnshp.com/GHFbfsalku65";"offline";"Tucows Domains Inc.";"67.209.250.204";"17143";"US"
"2017-08-31 05:01:08";"Distribution Site";"Locky";"fwbcondo.com";"http://fwbcondo.com/GHFbfsalku65";"offline";"GoDaddy.com; LLC";"74.116.0.194";"53255";"US"
"2017-08-31 05:00:57";"Distribution Site";"Locky";"asr.geilefotzen.at";"http://asr.geilefotzen.at/GHFbfsalku65";"offline";"";"193.239.248.170";"42557";"AT"
"2017-08-31 05:00:47";"Distribution Site";"Locky";"camerawind.com";"http://camerawind.com/GHFbfsalku65";"offline";"GoDaddy.com; LLC";"";"";""
"2017-08-31 05:00:36";"Distribution Site";"Locky";"galeona.com";"http://galeona.com/GHFbfsalku65";"offline";"Arsys Internet; S.L. d/b/a NICLINE.COM";"212.89.16.142";"12946";"ES"
"2017-08-31 05:00:24";"Distribution Site";"Locky";"gbvm.nl";"http://gbvm.nl/GHFbfsalku65";"offline";"Registrar.eu";"149.210.143.182";"20857";"NL"
"2017-08-31 05:00:13";"Distribution Site";"Locky";"fondue-artisan.ch";"http://fondue-artisan.ch/GHFbfsalku65";"offline";"Axianet.ch S�rl";"";"";""
"2017-08-30 14:09:49";"C2";"Locky";"146.120.110.46";"http://146.120.110.46/imageload.cgi";"offline";"";"146.120.110.46";"6870";"RU"
"2017-08-30 09:46:43";"Distribution Site";"Locky";"fluritreuhand.ch";"http://fluritreuhand.ch/sdgLKJvgh";"offline";"switchplus AG";"";"";""
"2017-08-30 09:46:32";"Distribution Site";"Locky";"firstclean.pt";"http://firstclean.pt/sdgLKJvgh";"offline";"";"80.172.241.36";"8426";"PT"
"2017-08-30 09:46:20";"Distribution Site";"Locky";"fhginformatica.com";"http://fhginformatica.com/sdgLKJvgh";"offline";"1&1 Internet SE";"217.76.128.34";"8560";"ES"
"2017-08-30 09:46:08";"Distribution Site";"Locky";"essenza.co.id";"http://essenza.co.id/sdgLKJvgh";"offline";"";"202.169.44.141";"17451";"ID"
"2017-08-30 09:45:55";"Distribution Site";"Locky";"fiancevisacover.com";"http://fiancevisacover.com/sdgLKJvgh";"offline";"eNom; Inc.";"216.55.186.90";"18501";"US"
"2017-08-30 09:45:43";"Distribution Site";"Locky";"87hfdredwertyfdvvlkgdrsadm.net";"http://87hfdredwertyfdvvlkgdrsadm.net/af/sdgLKJvgh";"offline";"Eranet International Limited";"";"";""
"2017-08-30 09:45:30";"Distribution Site";"Locky";"fmarson.com";"http://fmarson.com/sdgLKJvgh";"offline";"eNom; Inc.";"80.172.241.35";"8426";"PT"
"2017-08-30 09:45:17";"Distribution Site";"Locky";"fiera.leadercoop.it";"http://fiera.leadercoop.it/sdgLKJvgh";"offline";"REGDOM-REG";"94.177.162.137";"31034";"IT"
"2017-08-30 09:45:05";"Distribution Site";"Locky";"esp.jp";"http://esp.jp/sdgLKJvgh";"offline";"";"121.50.42.51";"63997";"JP"
"2017-08-30 09:44:52";"Distribution Site";"Locky";"exploreafricatourssafaris.com";"http://exploreafricatourssafaris.com/sdgLKJvgh";"offline";"Tucows Domains Inc.";"41.72.154.148";"37153";"ZA"
"2017-08-30 09:44:41";"Distribution Site";"Locky";"faraway-lodge.co.za";"http://faraway-lodge.co.za/sdgLKJvgh";"offline";"";"41.72.154.153";"37153";"ZA"
"2017-08-30 09:44:29";"Distribution Site";"Locky";"financeforautos.com";"http://financeforautos.com/sdgLKJvgh";"offline";"GoDaddy.com; LLC";"184.168.221.47";"26496";"US"
"2017-08-30 09:44:17";"Distribution Site";"Locky";"florian-koenig.de";"http://florian-koenig.de/sdgLKJvgh";"offline";"";"81.90.36.218";"25058";"DE"
"2017-08-30 09:44:05";"Distribution Site";"Locky";"fartrell.it";"http://fartrell.it/sdgLKJvgh";"offline";"ALTERNET-REG";"62.4.9.20";"12876";"FR"
"2017-08-30 09:43:46";"Distribution Site";"Locky";"formareal.com";"http://formareal.com/sdgLKJvgh";"offline";"eNom; Inc.";"87.118.114.57";"31103";"DE"
"2017-08-30 09:43:34";"Distribution Site";"Locky";"ferrecorte.com";"http://ferrecorte.com/sdgLKJvgh";"offline";"Wild West Domains; LLC";"";"";""
"2017-08-29 16:26:41";"Distribution Site";"Locky";"familylawlexington.com";"http://familylawlexington.com/uhgGYFYB";"offline";"Tucows Domains Inc.";"67.222.38.88";"46606";"US"
"2017-08-29 13:42:39";"Payment Site";"Cerber";"oqwygprskqv65j72.1gqj8x.top";"http://oqwygprskqv65j72.1gqj8x.top";"offline";"Eranet International Limited";"127.0.0.1";"0";""
"2017-08-29 12:33:26";"Distribution Site";"Locky";"ferienwohnunginzingst.de";"http://ferienwohnunginzingst.de/uhgGYFYB";"offline";"";"87.106.27.66";"8560";"DE"
"2017-08-29 12:33:15";"Distribution Site";"Locky";"drommtoinononcechangerrer.info";"http://drommtoinononcechangerrer.info/af/uhgGYFYB";"offline";"Eranet International Limited";"";"";""
"2017-08-29 12:32:55";"Distribution Site";"Locky";"fashionsources.co.uk";"http://fashionsources.co.uk/uhgGYFYB";"offline";"Namesco Limited";"213.246.109.52";"8622";"GB"
